n_calls runtime(s) latency(ms) throughput(ops/s)
1000 056.140 56.14000 17.81261
1000 047.199 47.19000 21.19093
1000 058.694 58.69000 17.03867
1000 053.601 53.60000 18.65671
1000 057.422 57.42000 17.41553
